,DEPTH (M),BVW (V/V),CARB_FLAG (UNITLESS),COAL_FLAG (UNITLESS),PHIF (V/V),RHOFL (G/CM3),RHOMA (G/CM3),RW (OHMM),SAND_FLAG (UNITLESS),SW (V/V),TEMP (DEGC),VSH (V/V),KLOGH (MD)
899,3803.5992,0.090296,0.0,0.0,0.104767,0.8,2.66,0.0211386,0.0,0.9437,115.9265,0.388223,0.2209
900,3803.7516,0.086914,0.0,0.0,0.092549,0.8,2.66,0.021138,0.0,1.0,115.93,0.4369189999999999,0.0644
901,3803.904000000001,0.087123,0.0,0.0,0.095151,0.8,2.66,0.0211375,0.0,1.0,115.9336,0.4787479999999999,0.0283
902,3804.0564,0.084427,0.0,0.0,0.0860579999999999,0.8,2.66,0.0211369,0.0,1.0,115.9371,0.503563,0.0143
903,3804.2088,0.084708,0.0,0.0,0.0881639999999999,0.8,2.66,0.0211364,0.0,1.0,115.9406,0.525524,0.0095
904,3804.3612,0.014806,0.0,0.0,0.014806,0.8,2.66,0.0211359,0.0,1.0,115.9442,0.505864,0.0037
905,3804.5136,0.057358,0.0,0.0,0.057358,0.8,2.66,0.0211353,0.0,1.0,115.9477,0.515932,0.0065
906,3804.666,0.072521,0.0,0.0,0.072521,0.8,2.66,0.0211348,0.0,1.0,115.9512,0.453029,0.0318
907,3804.8184,0.023313,0.0,0.0,0.023313,0.8,2.66,0.0211342,0.0,1.0,115.9548,0.4998829999999999,0.0049
908,3804.9708,0.089702,0.0,0.0,0.0975549999999999,0.8,2.66,0.0211337,0.0,1.0,115.9583,0.518825,0.0129
909,3805.1232,0.090262,0.0,0.0,0.096243,0.8,2.66,0.0211331,0.0,1.0,115.9618,0.4875529999999999,0.0241
910,3805.2756,0.092567,0.0,0.0,0.102663,0.8,2.66,0.0211325999999999,0.0,1.0,115.96530000000004,0.456039,0.0521
911,3805.428,0.09635,0.0,0.0,0.115541,0.8,2.66,0.0211321,0.0,0.9167,115.9689,0.4251649999999999,0.1253
912,3805.5804,0.097587,0.0,0.0,0.117198,0.8,2.66,0.0211315,0.0,0.9152,115.9724,0.428544,0.1204
913,3805.7328,0.032593,0.0,0.0,0.032593,0.8,2.66,0.021131,0.0,1.0,115.9759,0.415049,0.0335
914,3805.8852,0.10032,0.0,0.0,0.127045,0.8,2.66,0.0211304,0.0,0.8725,115.9795,0.469272,0.0621
915,3806.0376,0.080294,0.0,0.0,0.080294,0.8,2.66,0.0211299,0.0,1.0,115.983,0.4620579999999999,0.0305
916,3806.19,0.0736809999999999,0.0,0.0,0.0736809999999999,0.8,2.66,0.0211293,0.0,1.0,115.9865,0.492951,0.0142
917,3806.3424,0.09291,0.0,0.0,0.108465,0.8,2.66,0.0211288,0.0,0.9479,115.9901,0.431981,0.0955
918,3806.4948,0.036843,0.0,0.0,0.036843,0.8,2.66,0.0211283,0.0,1.0,115.9936,0.393107,0.0571
919,3806.6472,0.0,0.0,0.0,0.0,0.8,2.66,0.0211277,0.0,1.0,115.9971,0.299252,0.2026
920,3806.7996,0.063145,0.0,0.0,0.063145,0.8,2.66,0.0211272,0.0,1.0,116.0007,0.291117,0.7676
921,3806.952,0.005605,0.0,0.0,0.005605,0.8,2.66,0.0211266,0.0,1.0,116.0042,0.268854,0.4218
922,3807.1044,0.03965,0.0,0.0,0.03965,0.8,2.66,0.0211261,0.0,1.0,116.00770000000004,0.258175,0.9854
923,3807.2568,0.0349649999999999,0.0,0.0,0.0349649999999999,0.8,2.66,0.0211255,0.0,1.0,116.0113,0.261311,0.8470999999999999
924,3807.4092,0.006028,0.0,0.0,0.006028,0.8,2.66,0.021125,0.0,1.0,116.0148,0.2269219999999999,1.0137
925,3807.5616,0.0,0.0,0.0,0.0,0.8,2.66,0.0211245,0.0,1.0,116.0183,0.176223,2.5941
926,3807.714,0.0,0.0,0.0,0.0,0.8,2.66,0.0211239,0.0,1.0,116.0219,0.1670579999999999,3.1367
927,3807.8664,0.018682,0.0,0.0,0.018682,0.8,2.66,0.0211234,0.0,1.0,116.0254,0.192893,2.5907
928,3808.0188,0.070763,0.0,0.0,0.070763,0.8,2.66,0.0211227999999999,0.0,1.0,116.029,0.187359,7.5835
929,3808.1712,0.089643,0.0,0.0,0.100421,0.8,2.66,0.0211223,1.0,0.9491,116.0325,0.281204,1.873
930,3808.3236,0.099001,0.0,0.0,0.109642,0.8,2.66,0.0211217,1.0,0.9541,116.036,0.2760289999999999,2.471
931,3808.476,0.101109,0.0,0.0,0.101109,0.8,2.66,0.0211212,1.0,1.0,116.0396,0.299194,1.3066
932,3808.6284,0.0764409999999999,0.0,0.0,0.0764409999999999,0.8,2.66,0.0211207,0.0,1.0,116.0431,0.301126,0.7969
933,3808.7808,0.059743,0.0,0.0,0.059743,0.8,2.66,0.0211201,0.0,1.0,116.0466,0.328563,0.3318
934,3808.9332,0.0,0.0,0.0,0.0,0.8,2.66,0.0211196,0.0,1.0,116.0502,0.2640389999999999,0.4204
935,3809.0856,0.0,0.0,0.0,0.0,0.8,2.66,0.021119,0.0,1.0,116.0537,0.195932,1.7243
936,3809.238,0.0,0.0,0.0,0.0,0.8,2.66,0.0211185,0.0,1.0,116.0573,0.220786,1.0302
937,3809.3904,0.0,0.0,0.0,0.0,0.8,2.66,0.0211179,0.0,1.0,116.0608,0.198786,1.6253
938,3809.5428,0.0,0.0,0.0,0.0,0.8,2.66,0.0211174,0.0,1.0,116.0643,0.130019,6.7581
939,3809.6952,0.105618,0.0,0.0,0.134671,0.8,2.66,0.0211169,0.0,0.7941,116.0679,0.1527089999999999,50.465
940,3809.8476,0.058369,0.0,0.0,0.058369,0.8,2.66,0.0211162999999999,0.0,1.0,116.0714,0.131068,19.3795
941,3810.0,0.108084,0.0,0.0,0.128217,0.8,2.66,0.0211157999999999,1.0,0.8604,116.07490000000004,0.176175,27.5528
942,3810.1524,0.110869,0.0,0.0,0.137063,0.8,2.66,0.0211152,1.0,0.8286,116.0785,0.201019,19.3789
943,3810.3048,0.111271,0.0,0.0,0.136561,0.8,2.66,0.0211147,1.0,0.8443,116.082,0.245456,7.6451
944,3810.4572,0.113978,0.0,0.0,0.146199,0.8,2.66,0.0211141,1.0,0.8051,116.08560000000004,0.245175,9.183700000000002
945,3810.6096,0.112621,0.0,0.0,0.134991,0.8,2.66,0.0211136,1.0,0.8715,116.0891,0.274262,4.0885
946,3810.762,0.108314,0.0,0.0,0.111919,0.8,2.66,0.021113,1.0,1.0,116.0926,0.271417,2.8353
947,3810.9144,0.1135829999999999,0.0,0.0,0.128965,0.8,2.66,0.0211125,1.0,0.9135,116.0962,0.238301,7.7092
948,3811.0668,0.009612,0.0,0.0,0.009612,0.8,2.66,0.021112,0.0,1.0,116.0997,0.260573,0.5392
949,3811.2192,0.019315,0.0,0.0,0.019315,0.8,2.66,0.0211114,0.0,1.0,116.1033,0.240981,0.9676
950,3811.3716,0.109443,0.0,0.0,0.111464,0.8,2.66,0.0211109,1.0,1.0,116.1068,0.226291,7.1629
951,3811.524,0.114751,0.0,0.0,0.131642,0.8,2.66,0.0211103,1.0,0.9083000000000002,116.1103,0.259932,5.1731
952,3811.6764,0.1138599999999999,0.0,0.0,0.125294,0.8,2.66,0.0211097999999999,1.0,0.9552,116.1139,0.28299,2.8539
953,3811.8288,0.123574,0.0,0.0,0.158471,0.8,2.66,0.0211092,1.0,0.8127999999999999,116.1174,0.30065,3.6468
954,3811.9812,0.124965,0.0,0.0,0.147892,0.8,2.66,0.0211087,1.0,0.8866,116.121,0.311699,2.3869
955,3812.1336,0.1034009999999999,0.0,0.0,0.1034009999999999,0.8,2.66,0.0211082,1.0,1.0,116.1245,0.25,3.7776
956,3812.286,0.117149,0.0,0.0,0.117149,0.8,2.66,0.0211076,1.0,1.0,116.1281,0.24865,5.0043
957,3812.4384,0.107565,0.0,0.0,0.107565,0.8,2.66,0.0211071,0.0,1.0,116.1316,0.263379,3.0911
958,3812.5908,0.0962809999999999,0.0,0.0,0.0962809999999999,0.8,2.66,0.0211065,0.0,1.0,116.1351,0.248631,3.4085
959,3812.7432,0.11765,0.0,0.0,0.129974,0.8,2.66,0.021106,1.0,0.9379,116.1387,0.236194,8.204399999999998
960,3812.8956,0.1181589999999999,0.0,0.0,0.136534,0.8,2.66,0.0211054,1.0,0.9046,116.1422,0.27935,3.7855
961,3813.048,0.113078,0.0,0.0,0.123171,0.8,2.66,0.0211049,1.0,0.9432,116.1458,0.194854,17.0483
962,3813.2004,0.1152329999999999,0.0,0.0,0.137042,0.8,2.66,0.0211044,1.0,0.8645,116.1493,0.2152909999999999,14.4116
963,3813.3528,0.113701,0.0,0.0,0.127458,0.8,2.66,0.0211038,1.0,0.9263,116.1529,0.240748,7.1274
964,3813.5052,0.088327,0.0,0.0,0.088327,0.8,2.66,0.0211033,0.0,1.0,116.1564,0.227913,4.5227
965,3813.6576,0.036762,0.0,0.0,0.036762,0.8,2.66,0.0211027,0.0,1.0,116.1599,0.2000579999999999,3.1158
966,3813.81,0.040308,0.0,0.0,0.040308,0.8,2.66,0.0211022,0.0,1.0,116.16350000000004,0.167961,6.4686
967,3813.9624,0.0,0.0,0.0,0.0,0.8,2.66,0.0211015999999999,0.0,1.0,116.167,0.19499,1.7583
968,3814.1148,0.08186,0.0,0.0,0.08186,0.8,2.66,0.0211011,0.0,1.0,116.1706,0.20434,6.5437
969,3814.2672,0.049056,0.0,0.0,0.049056,0.8,2.66,0.0211005999999999,0.0,1.0,116.1741,0.2362909999999999,1.8443
970,3814.4196,0.0,0.0,0.0,0.0,0.8,2.66,0.0211,0.0,1.0,116.1777,0.326854,0.1144
971,3814.572,0.052413,0.0,0.0,0.052413,0.8,2.66,0.0210995,0.0,1.0,116.1812,0.393466,0.0754999999999999
972,3814.7244,0.0,0.0,0.0,0.0,0.8,2.66,0.0210989,0.0,1.0,116.1848,0.407748,0.0214
973,3814.8768,0.000158,0.0,0.0,0.000158,0.8,2.66,0.0210984,0.0,1.0,116.1883,0.379661,0.0388
974,3815.0292,0.013543,0.0,0.0,0.013543,0.8,2.66,0.0210977999999999,0.0,1.0,116.1918,0.39432,0.0363
975,3815.1816,0.0,0.0,0.0,0.0,0.8,2.66,0.0210973,0.0,1.0,116.1954,0.456359,0.0077999999999999
976,3815.334,0.0,0.0,0.0,0.0,0.8,2.66,0.0210967,0.0,1.0,116.1989,0.475757,0.0052
977,3815.4864,0.0,0.0,0.0,0.0,0.8,2.66,0.0210962,0.0,1.0,116.2025,0.354631,0.0643
978,3815.6388,0.0,0.0,0.0,0.0,0.8,2.66,0.0210957,0.0,1.0,116.206,0.2812429999999999,0.2943
979,3815.7912,0.0,0.0,0.0,0.0,0.8,2.66,0.0210951,0.0,1.0,116.2096,0.201932,1.5227
980,3815.9436,0.0,0.0,0.0,0.0,0.8,2.66,0.0210945999999999,0.0,1.0,116.2131,0.196447,1.706
981,3816.096,0.0,0.0,0.0,0.0,0.8,2.66,0.0210939999999999,0.0,1.0,116.2167,0.27001,0.3715
982,3816.2484,0.0,0.0,0.0,0.0,0.8,2.66,0.0210935,0.0,1.0,116.2202,0.286175,0.2657
983,3816.4008,0.0,0.0,0.0,0.0,0.8,2.66,0.0210929,0.0,1.0,116.2238,0.33765,0.0914
984,3816.5532,0.06484,0.0,0.0,0.06484,0.8,2.66,0.0210924,0.0,1.0,116.22730000000004,0.304845,0.5958
985,3816.7056,0.091832,0.0,0.0,0.091832,0.8,2.66,0.0210919,0.0,1.0,116.2309,0.2979219999999999,1.1307
986,3816.858,0.0,0.0,0.0,0.0,0.8,2.66,0.0210912999999999,0.0,1.0,116.2344,0.267631,0.3902
987,3817.0104,0.0,0.0,0.0,0.0,0.8,2.66,0.0210908,0.0,1.0,116.23800000000004,0.249961,0.5628
988,3817.1628,0.0304079999999999,0.0,0.0,0.0304079999999999,0.8,2.66,0.0210902,0.0,1.0,116.2415,0.227233,1.5782
989,3817.3152,0.0,0.0,0.0,0.0,0.8,2.66,0.0210897,0.0,1.0,116.2451,0.250874,0.5523
990,3817.4676,0.053907,0.0,0.0,0.053907,0.8,2.66,0.0210891,0.0,1.0,116.2486,0.2380969999999999,1.9426
991,3817.62,0.045197,0.0,0.0,0.045197,0.8,2.66,0.0210886,0.0,1.0,116.2522,0.21666,2.5801
992,3817.7724,0.0126299999999999,0.0,0.0,0.0126299999999999,0.8,2.66,0.0210881,0.0,1.0,116.2557,0.160767,4.5096
993,3817.9248,0.0555149999999999,0.0,0.0,0.0555149999999999,0.8,2.66,0.0210875,0.0,1.0,116.2593,0.2172619999999999,3.0815
994,3818.0772,0.099247,0.0,0.0,0.112678,0.8,2.66,0.021087,0.0,0.9231,116.2628,0.252078,4.2926
995,3818.2296,0.070062,0.0,0.0,0.070062,0.8,2.66,0.0210864,0.0,1.0,116.2664,0.27234,1.2866
996,3818.382,0.036155,0.0,0.0,0.036155,0.8,2.66,0.0210859,0.0,1.0,116.2699,0.373689,0.0843
997,3818.5344,0.066011,0.0,0.0,0.066011,0.8,2.66,0.0210852999999999,0.0,1.0,116.2735,0.398049,0.0882
998,3818.6868,0.053277,0.0,0.0,0.053277,0.8,2.66,0.0210847999999999,0.0,1.0,116.277,0.3390289999999999,0.2371
999,3818.8392,0.0,0.0,0.0,0.0,0.8,2.66,0.0210842,0.0,1.0,116.2806,0.367942,0.0488
1000,3818.9916,0.0283129999999999,0.0,0.0,0.0283129999999999,0.8,2.66,0.0210837,0.0,1.0,116.2841,0.357534,0.102
1001,3819.144,0.077227,0.0,0.0,0.077227,0.8,2.66,0.0210832,0.0,1.0,116.2877,0.411689,0.0817999999999999
1002,3819.2964,0.020654,0.0,0.0,0.020654,0.8,2.66,0.0210826,0.0,1.0,116.2912,0.384204,0.051
1003,3819.4488,0.082015,0.0,0.0,0.082015,0.8,2.66,0.0210821,0.0,1.0,116.2948,0.492,0.0169
1004,3819.6012,0.080372,0.0,0.0,0.0838649999999999,0.8,2.66,0.0210815,0.0,1.0,116.2983,0.456039,0.0369
1005,3819.7536,0.074232,0.0,0.0,0.074232,0.8,2.66,0.021081,0.0,1.0,116.3019,0.538165,0.0056
1006,3819.906,0.0774969999999999,0.0,0.0,0.085439,0.8,2.66,0.0210804,0.0,1.0,116.3055,0.631748,0.001
1007,3820.0584,0.075033,0.0,0.0,0.0758449999999999,0.8,2.66,0.0210799,0.0,1.0,116.309,0.655612,0.0005
1008,3820.2108,0.0045829999999999,0.0,0.0,0.0045829999999999,0.8,2.66,0.0210794,0.0,1.0,116.3126,0.505544,0.0031
1009,3820.3632,0.042323,0.0,0.0,0.042323,0.8,2.66,0.0210787999999999,0.0,1.0,116.3161,0.431767,0.0284
1010,3820.5156,0.019446,0.0,0.0,0.019446,0.8,2.66,0.0210782999999999,0.0,1.0,116.3197,0.392175,0.0423
1011,3820.668,0.0,0.0,0.0,0.0,0.8,2.66,0.0210777,0.0,1.0,116.32320000000004,0.358107,0.0598
1012,3820.8204,0.0,0.0,0.0,0.0,0.8,2.66,0.0210772,0.0,1.0,116.3268,0.326214,0.1159
1013,3820.9728,0.009068,0.0,0.0,0.009068,0.8,2.66,0.0210765999999999,0.0,1.0,116.3303,0.2596989999999999,0.5436
1014,3821.1252,0.017708,0.0,0.0,0.017708,0.8,2.66,0.0210761,0.0,1.0,116.33390000000004,0.179126,3.3848
1015,3821.2776,0.029523,0.0,0.0,0.029523,0.8,2.66,0.0210755999999999,0.0,1.0,116.3374,0.197942,2.8491
1016,3821.43,0.082139,0.0,0.0,0.167198,0.8,2.66,0.021075,1.0,0.4949,116.341,0.165019,71.1883
1017,3821.5824,0.0743339999999999,0.0,0.0,0.175239,0.8,2.66,0.0210745,1.0,0.426,116.34460000000004,0.158485,94.5246
1018,3821.7348,0.06424,0.0,0.0,0.170985,0.8,2.66,0.0210739,1.0,0.3763,116.3481,0.14268,121.2722
1019,3821.8872,0.0501389999999999,1.0,0.0,0.1160099999999999,0.8,2.71,0.0210734,0.0,0.4359,116.3517,0.118126,0.1
1020,3822.0396,0.04506,1.0,0.0,0.11675,0.8,2.71,0.0210728,0.0,0.3905,116.3552,0.130728,0.1
1021,3822.192,0.042816,1.0,0.0,0.1125819999999999,0.8,2.71,0.0210723,0.0,0.3831,116.3588,0.110466,0.1
1022,3822.3444,0.042323,1.0,0.0,0.104743,0.8,2.71,0.0210717,0.0,0.4099,116.3624,0.12668,0.1
1023,3822.4968,0.0425069999999999,1.0,0.0,0.097411,0.8,2.71,0.0210712,0.0,0.4409,116.3659,0.1054369999999999,0.1
1024,3822.6492,0.0483,1.0,0.0,0.136495,0.8,2.71,0.0210706999999999,1.0,0.356,116.3695,0.128903,0.1
1025,3822.8016,0.05016,0.0,0.0,0.138075,0.8,2.66,0.0210700999999999,1.0,0.3684,116.373,0.1624559999999999,43.9027
1026,3822.954,0.052737,0.0,0.0,0.164948,0.8,2.66,0.0210696,1.0,0.3215,116.3766,0.154971,84.1097
1027,3823.1064,0.049005,0.0,0.0,0.145775,0.8,2.66,0.021069,1.0,0.3384,116.3801,0.140718,79.3844
1028,3823.2588,0.043742,0.0,0.0,0.12053,0.8,2.66,0.0210685,1.0,0.3704,116.3837,0.167272,28.7601
1029,3823.4112,0.042444,0.0,0.0,0.127392,0.8,2.66,0.0210679,1.0,0.3385,116.3873,0.158049,39.5092
1030,3823.5636,0.044265,0.0,0.0,0.149376,0.8,2.66,0.0210674,1.0,0.3006,116.3908,0.176553,40.3668
1031,3823.716,0.045769,0.0,0.0,0.15214,0.8,2.66,0.0210669,1.0,0.3029,116.3944,0.1474369999999999,77.65829999999998
1032,3823.8684,0.046825,0.0,0.0,0.151615,0.8,2.66,0.0210663,1.0,0.3117,116.3979,0.156738,63.4279
1033,3824.0208,0.044142,0.0,0.0,0.121088,0.8,2.66,0.0210658,1.0,0.3672,116.4015,0.118796,79.34919999999998
1034,3824.1732,0.042386,0.0,0.0,0.1091859999999999,0.8,2.66,0.0210652,1.0,0.3938,116.4051,0.131971,48.5012
1035,3824.3256,0.043904,0.0,0.0,0.1268119999999999,0.8,2.66,0.0210647,1.0,0.3492,116.4086,0.129117,71.19450000000002
1036,3824.478,0.045299,0.0,0.0,0.134379,0.8,2.66,0.0210641,1.0,0.3383,116.4122,0.11732,104.5077
1037,3824.6304,0.046321,0.0,0.0,0.132267,0.8,2.66,0.0210636,1.0,0.3551,116.4157,0.15532,45.735
1038,3824.7828,0.047859,0.0,0.0,0.140291,0.8,2.66,0.021063,1.0,0.3453,116.4193,0.157515,50.6636
1039,3824.9352,0.046017,0.0,0.0,0.123722,0.8,2.66,0.0210625,1.0,0.3776,116.4228,0.150971,42.7597
1040,3825.0876,0.046757,0.0,0.0,0.144541,0.8,2.66,0.021062,1.0,0.327,116.4264,0.156524,55.9256
1041,3825.24,0.045823,0.0,0.0,0.152656,0.8,2.66,0.0210614,1.0,0.3018,116.43,0.142291,87.22289999999998
1042,3825.3924,0.0445029999999999,0.0,0.0,0.155366,0.8,2.66,0.0210609,1.0,0.287,116.4335,0.129816,118.7372
1043,3825.5448,0.043084,0.0,0.0,0.155376,0.8,2.66,0.0210602999999999,1.0,0.2778,116.4371,0.130068,118.1406
1044,3825.6972,0.041985,0.0,0.0,0.155912,0.8,2.66,0.0210598,1.0,0.2694,116.4406,0.124243,134.6203
1045,3825.8496,0.043587,0.0,0.0,0.18269,0.8,2.66,0.0210592,1.0,0.2363,116.4442,0.100019,364.2037
1046,3826.002,0.044944,0.0,0.0,0.19022,0.8,2.66,0.0210587,1.0,0.2343,116.4478,0.111524,329.6408
1047,3826.1544,0.045633,0.0,0.0,0.184948,0.8,2.66,0.0210582,1.0,0.2448,116.4513,0.1110869999999999,301.8564
1048,3826.3068,0.045748,0.0,0.0,0.181198,0.8,2.66,0.0210576,1.0,0.2512,116.4549,0.121252,228.1965
1049,3826.4592,0.046137,0.0,0.0,0.190822,0.8,2.66,0.0210571,1.0,0.2404,116.4584,0.12468,253.782
1050,3826.6116,0.046193,0.0,0.0,0.197822,0.8,2.66,0.0210565,1.0,0.2325,116.462,0.139087,214.1854
1051,3826.764,0.046557,0.0,0.0,0.207082,0.8,2.66,0.021056,1.0,0.2227,116.4656,0.118573,388.599
1052,3826.9164,0.044468,0.0,0.0,0.175893,0.8,2.66,0.0210554,1.0,0.2518,116.4691,0.122359,202.2616
1053,3827.0688,0.043904,0.0,0.0,0.170987,0.8,2.66,0.0210549,1.0,0.2546,116.4727,0.096903,313.1617
1054,3827.2212,0.043225,0.0,0.0,0.172039,0.8,2.66,0.0210543,1.0,0.2491,116.4762,0.0968639999999999,319.5467
1055,3827.3736,0.043561,0.0,0.0,0.208898,0.8,2.66,0.0210537999999999,1.0,0.2057,116.4798,0.099563,595.8173
1056,3827.526,0.04085,0.0,0.0,0.218192,0.8,2.66,0.0210532999999999,1.0,0.1846,116.4834,0.103631,649.9133
1057,3827.6784,0.0386769999999999,0.0,0.0,0.228701,0.8,2.66,0.0210527,1.0,0.1662,116.4869,0.093757,967.8102
1058,3827.8308,0.0389399999999999,0.0,0.0,0.22789,0.8,2.66,0.0210522,1.0,0.1681,116.4905,0.098359,866.7283999999999
1059,3827.9832,0.0417639999999999,0.0,0.0,0.233484,0.8,2.66,0.0210516,1.0,0.1758,116.4941,0.096835,991.6443
1060,3828.1356,0.042504,0.0,0.0,0.222518,0.8,2.66,0.0210511,1.0,0.1881,116.4976,0.099767,762.5085
1061,3828.288,0.040492,0.0,0.0,0.2345719999999999,0.8,2.66,0.0210505,1.0,0.17,116.5012,0.1065049999999999,828.0067
1062,3828.4404,0.034244,0.0,0.0,0.23385,0.8,2.66,0.02105,1.0,0.1438,116.50470000000004,0.089282,1167.519
1063,3828.5928,0.029264,0.0,0.0,0.239811,0.8,2.66,0.0210495,1.0,0.1193,116.5083,0.069485,1963.9139
1064,3828.7452,0.033788,0.0,0.0,0.234859,0.8,2.66,0.0210489,1.0,0.1405,116.5119,0.062456,2073.7856
1065,3828.8976,0.0445,0.0,0.0,0.200205,0.8,2.66,0.0210484,1.0,0.218,116.51540000000004,0.064117,1058.264
1066,3829.05,0.055052,0.0,0.0,0.193574,0.8,2.66,0.0210478,1.0,0.2803,116.519,0.085748,598.2221
1067,3829.2024,0.061227,0.0,0.0,0.2085429999999999,0.8,2.66,0.0210472999999999,1.0,0.2888,116.5226,0.084883,802.4018999999997
1068,3829.3548,0.056397,0.0,0.0,0.1796839999999999,0.8,2.66,0.0210467,1.0,0.3082,116.52610000000004,0.05766,828.9581
1069,3829.5072,0.049439,0.0,0.0,0.200054,0.8,2.66,0.0210462,1.0,0.2435,116.5297,0.087621,648.3951
1070,3829.6596,0.037402,0.0,0.0,0.181202,0.8,2.66,0.0210457,1.0,0.2031,116.5332,0.069252,670.4146
1071,3829.812,0.028124,0.0,0.0,0.156522,0.8,2.66,0.0210451,1.0,0.1781,116.53680000000004,0.0844559999999999,310.5028
1072,3829.9644,0.026405,1.0,0.0,0.173342,0.8,2.71,0.0210446,0.0,0.1497,116.5404,0.057175,0.1
1073,3830.1168,0.02389,1.0,0.0,0.103389,0.8,2.71,0.021044,0.0,0.2277,116.5439,0.023913,0.1
1074,3830.2692,0.025232,1.0,0.0,0.103663,0.8,2.71,0.0210435,0.0,0.2418,116.54750000000004,0.052243,0.1
1075,3830.4216,0.028081,1.0,0.0,0.145906,0.8,2.71,0.0210429,0.0,0.1893,116.5511,0.045252,0.1
1076,3830.574,0.028766,1.0,0.0,0.159641,0.8,2.71,0.0210424,0.0,0.1767,116.5546,0.039447,0.1
1077,3830.7264,0.029717,0.3968,0.0,0.135994,0.8,2.66,0.0210419,1.0,0.2154,116.55820000000004,0.047592,456.691
1078,3830.8788,0.038638,0.0,0.0,0.2166679999999999,0.8,2.66,0.0210413,1.0,0.1743,116.5617,0.056932,1663.2552
1079,3831.0312,0.041761,0.0,0.0,0.208521,0.8,2.66,0.0210408,1.0,0.1959,116.5653,0.0560289999999999,1458.5094999999994
1080,3831.1836,0.042622,0.0,0.0,0.239046,0.8,2.66,0.0210402,1.0,0.1749,116.56890000000004,0.0871549999999999,1342.6643
1081,3831.336,0.037953,0.0,0.0,0.243773,0.8,2.66,0.0210397,1.0,0.1522,116.5724,0.069728,2101.9866
1082,3831.4884,0.03173,0.0,0.0,0.220667,0.8,2.66,0.0210390999999999,1.0,0.1407,116.576,0.063078,1576.2933
1083,3831.6408,0.0317529999999999,0.0,0.0,0.228342,0.8,2.66,0.0210386,1.0,0.1367,116.57960000000004,0.092835,979.9861
1084,3831.7932,0.03489,0.0,0.0,0.213082,0.8,2.66,0.0210380999999999,1.0,0.1614,116.5831,0.097311,674.3089
1085,3831.9456,0.038089,0.0,0.0,0.219669,0.8,2.66,0.0210375,1.0,0.1719,116.5867,0.132544,366.8254
1086,3832.098,0.039655,0.0,0.0,0.236452,0.8,2.66,0.021037,1.0,0.1668,116.5902,0.162184,270.3671
1087,3832.2504,0.039631,0.0,0.0,0.2360159999999999,0.8,2.66,0.0210364,1.0,0.1668,116.5938,0.157728,294.156
1088,3832.4028,0.040593,0.0,0.0,0.244585,0.8,2.66,0.0210359,1.0,0.1658,116.5974,0.194854,159.5846
1089,3832.5552,0.042491,0.0,0.0,0.260881,0.8,2.66,0.0210352999999999,1.0,0.1624,116.6009,0.198524,199.6771
1090,3832.7076,0.0437209999999999,0.0,0.0,0.266736,0.8,2.66,0.0210348,1.0,0.1624,116.6045,0.164417,450.9527
1091,3832.86,0.043425,0.0,0.0,0.2615119999999999,0.8,2.66,0.0210343,1.0,0.1639,116.6081,0.136524,730.0944
1092,3833.0124,0.042079,0.0,0.0,0.263282,0.8,2.66,0.0210337,1.0,0.1573,116.6116,0.12332,991.6882
1093,3833.1648,0.040214,0.0,0.0,0.261032,0.8,2.66,0.0210332,1.0,0.1512,116.6152,0.103427,1436.8618
1094,3833.3172,0.039211,0.0,0.0,0.247428,0.8,2.66,0.0210326,1.0,0.156,116.6188,0.113126,914.7263
1095,3833.4696,0.039991,0.0,0.0,0.251629,0.8,2.66,0.0210321,1.0,0.1564,116.6223,0.113398,982.7703
1096,3833.622,0.041602,0.0,0.0,0.267662,0.8,2.66,0.0210314999999999,1.0,0.153,116.6259,0.126,1016.9464
1097,3833.7744,0.043183,0.0,0.0,0.24754,0.8,2.66,0.021031,1.0,0.1714,116.6295,0.102039,1153.3773
1098,3833.9268,0.04623,0.0,0.0,0.250376,0.8,2.66,0.0210305,1.0,0.1822,116.633,0.128495,702.3505
1099,3834.0792,0.045827,0.0,0.0,0.254824,0.8,2.66,0.0210299,1.0,0.1771,116.6366,0.119214,923.9944
1100,3834.2316,0.04029,0.0,0.0,0.255932,0.8,2.66,0.0210294,1.0,0.1549,116.6402,0.116155,1004.7513
1101,3834.384,0.032855,0.0,0.0,0.268208,0.8,2.66,0.0210287999999999,1.0,0.1207,116.6437,0.133437,880.5077999999999
1102,3834.5364,0.028078,0.0,0.0,0.272914,0.8,2.66,0.0210283,1.0,0.1015,116.6473,0.139689,843.5389
1103,3834.6888,0.029146,0.0,0.0,0.262902,0.8,2.66,0.0210277,1.0,0.1094,116.6509,0.138447,719.7703
1104,3834.8412,0.0324529999999999,0.0,0.0,0.26458,0.8,2.66,0.0210272,1.0,0.1213,116.6544,0.151883,561.9421
1105,3834.9936,0.034365,0.0,0.0,0.258005,0.8,2.66,0.0210267,1.0,0.1327,116.658,0.189078,230.3254
1106,3835.146,0.037744,0.0,0.0,0.2610139999999999,0.8,2.66,0.0210261,1.0,0.1438,116.6616,0.182107,281.286
1107,3835.2984,0.0440819999999999,0.0,0.0,0.253396,0.8,2.66,0.0210256,1.0,0.1744,116.6651,0.222777,105.2402
1108,3835.4508,0.051476,0.0,0.0,0.250003,0.8,2.66,0.021025,1.0,0.2056,116.6687,0.197068,168.4271
